AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1392590,TRAP 13,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,NEUTER,,FERAL,,SAN JOSE,2025-08-28
A1392591,TRAP 14,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,NEUTER,,FERAL,,SAN JOSE,2025-08-28
A1392592,TRAP 15,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,NEUTER,,FERAL,,SAN JOSE,2025-08-28
A1392593,TRAP 16,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,NEUTER,,FERAL,,SAN JOSE,2025-08-28
A1392594,TRAP 17,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,NEUTER,,FERAL,,SAN JOSE,2025-08-28
A1392595,TRAP 18,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,SPAY,,FERAL,,SAN JOSE,2025-08-28
A1392596,TRAP 19,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,SPAY,,FERAL,,SAN JOSE,2025-08-28
A1392597,TRAP 20,CAT,PT-CHOC,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,SPAY,,FERAL,,SAN JOSE,2025-08-28
A1392599,,CAT,BLACK,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-28,MED SEV,STRAY,OTC,,2025-08-28,EUTH,,MED EMERG,WILLARD X DOUGLAS,SAN JOSE,2025-08-28
A1392600,TRAP 21,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-28,FERAL,S/N CLINIC,,,2025-08-28,SPAY,,FERAL,,SAN JOSE,2025-08-28
A1392605,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-28,MED SEV,WILDLIFE,FIELD,,2025-08-28,TRANSFER,,MED SEV,5800 BLOCK LEAN WAY,SAN JOSE,2025-08-28
A1392606,,OTHER,GRAY,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,FIELD,,2025-08-28,DISPOSAL,,DEAD,LENARK DR/BERRYESSA RD,SAN JOSE,2025-08-28
A1392607,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,FIELD,,2025-08-28,DISPOSAL,,DEAD,PIEDMONT RD/BERRYESSA RD,SAN JOSE,2025-08-28
A1392608,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2025-07-10,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,BLOM DR/SNOW DR,SAN JOSE,2025-08-31
A1392609,VOID,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-07-10,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-08-30,ADOPTION,,HEALTHY,BLOM DR/SNOW DR,SAN JOSE,2025-08-30
A1392610,,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-07-10,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,BLOM DR/SNOW DR,SAN JOSE,2025-08-31
A1392612,PRESTON,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2023-08-28,2 YEARS,2025-08-28,HEALTHY,STRAY,OTC,,,,,,LINCOLN AVE/LONUS ST,SAN JOSE,2025-09-13
A1392613,DUSTY ROSE,DOG,BROWN,BLACK,GERM SHEPHERD,SPAYED,2024-02-07,1 YEAR 7 MONTHS,2025-08-28,HEALTHY,STRAY,OTC,,,,,,LINCOLN AVE/LONUS ST,SAN JOSE,2025-09-07
A1392614,CASSANDRA,CAT,BLACK,,DOMESTIC SH,SPAYED,2025-06-05,17 WEEKS,2025-08-28,MED R,STRAY,OTC,,,,,,FONTAINE RD X FLANIGAN DR,SAN JOSE,2025-09-04
A1392615,CHARLOTTE,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-06-05,17 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,,,,,FONTAINE RD X FLANIGAN DR,SAN JOSE,2025-09-04
A1392616,,OTHER,GRAY,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-28,MED SEV,WILDLIFE,FIELD,,2025-08-28,TRANSFER,,MED SEV,21200 BLOCK STEVENS CREEK,CUPERTINO,2025-08-28
A1392617,,CAT,WHITE,BLACK,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,OTC,,2025-08-28,DISPOSAL,,DEAD,,SAN JOSE,2025-08-28
A1392618,,OTHER,GRAY,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-28,MED SEV,WILDLIFE,FIELD,,2025-08-28,TRANSFER,,MED SEV,21200 BLOCK STEVENS CREEK,CUPERTINO,2025-08-28
A1392619,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,FIELD,,2025-08-28,DISPOSAL,,DEAD,PENITENCIA CREEK/STONECREST,SAN JOSE,2025-08-28
A1392621,BROWNIE,DOG,BROWN,TAN,CHIHUAHUA SH,FEMALE,2014-08-28,11 YEARS,2025-08-28,DEAD,DISPO REQ,OTC OWNED,,2025-08-28,DISPOSAL,,DEAD,,SAN JOSE,2025-08-28
A1392623,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-05-25,14 WEEKS,2025-08-28,MED SEV,STRAY,OTC,IP ADOPT,2025-08-31,EUTH,,MED SEV,HURAN DR/WAVERLY AVE,SAN JOSE,2025-09-04
A1392624,,CAT,WHITE,GRAY,BIRMAN,MALE,2025-07-13,11 WEEKS,2025-08-28,MED M,STRAY,FIELD,,2025-08-29,RESCUE,,MED M,600 BLOCK N 13TH ST,SAN JOSE,2025-08-29
A1392625,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-06-28,14 WEEKS,2025-08-28,MED R,STRAY,MEDVET,,2025-09-11,ADOPTION,,HEALTHY,UNKNOWN,SAN JOSE,2025-09-15
A1392626,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2017-08-28,8 YEARS,2025-08-28,DEAD,DISPO REQ,FIELD,,2025-08-28,DISPOSAL,,DEAD,WHITE RD/GOLF DR,SAN JOSE,2025-08-28
A1392627,,CAT,PT-LILAC,,DOMESTIC SH,MALE,2025-07-07,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-08-31,RESCUE,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-31
A1392628,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-07,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-08-31,RESCUE,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-31
A1392629,,CAT,WHITE,,DOMESTIC SH,FEMALE,2025-07-07,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-08-31,RESCUE,,HEALTHY,MONTEREY RD/UMBARGER,SAN JOSE,2025-08-31
A1392630,,DOG,GRAY,WHITE,PIT BULL,NEUTERED,2025-07-28,9 WEEKS,2025-08-28,MED R,OWNER SUR,FIELD,,2025-09-18,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-18
A1392631,,DOG,BROWN,WHITE,PIT BULL,FEMALE,2025-07-28,9 WEEKS,2025-08-28,MED R,OWNER SUR,FIELD,,2025-09-16,TRANSFER,,MED R,,SAN JOSE,2025-09-16
A1392632,,DOG,GRAY,WHITE,PIT BULL,FEMALE,2025-07-28,9 WEEKS,2025-08-28,MED R,OWNER SUR,FIELD,,2025-09-16,TRANSFER,,MED R,,SAN JOSE,2025-09-16
A1392633,XENA,DOG,WHITE,GRAY,PIT BULL,SPAYED,2025-07-28,9 WEEKS,2025-08-28,MED R,OWNER SUR,FIELD,,2025-09-19,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-19
A1392634,,DOG,GRAY,WHITE,PIT BULL,FEMALE,2025-07-28,9 WEEKS,2025-08-28,MED R,OWNER SUR,FIELD,,2025-09-15,TRANSFER,,MED R,,SAN JOSE,2025-09-16
A1392635,,DOG,WHITE,GRAY,PIT BULL,FEMALE,2025-07-28,9 WEEKS,2025-08-28,MED R,OWNER SUR,FIELD,,2025-09-15,TRANSFER,,MED R,,SAN JOSE,2025-09-16
A1392636,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-09-25,11 MONTHS,2025-08-28,DEAD,DISPO REQ,FIELD,,2025-08-28,DISPOSAL,,DEAD,MCKEE RD/NICASIO CT,SAN JOSE,2025-08-28
A1392637,APOLLO,DOG,WHITE,,POODLE TOY,MALE,2022-08-28,3 YEARS,2025-08-28,HEALTHY,STRAY,FIELD,,2025-08-29,RTO,,HEALTHY,500 BLOCK S PARK VICTORIA,MILPITAS,2025-08-29
A1392637,APOLLO,DOG,WHITE,,POODLE TOY,MALE,2022-08-28,3 YEARS,2025-08-29,HEALTHY,OWNER SUR,OTC,,2025-09-02,RESCUE,,HEALTHY,,,2025-09-02
A1392638,ATHENA,DOG,BLACK,TAN,POODLE TOY,SPAYED,2022-08-28,3 YEARS,2025-08-29,HEALTHY,OWNER SUR,OTC,,2025-09-02,ADOPTION,,HEALTHY,,,2025-09-02
A1392638,ATHENA,DOG,BLACK,TAN,POODLE TOY,SPAYED,2022-08-28,3 YEARS,2025-08-28,HEALTHY,STRAY,FIELD,,2025-08-29,RTO,,HEALTHY,500 BLOCK S PARK VICTORIA,MILPITAS,2025-08-29
A1392639,,CAT,BLACK,,DOMESTIC SH,FEMALE,2025-05-28,4 MONTHS,2025-08-28,MED R,STRAY,MEDVET,,2025-09-07,TRANSFER,,MED R,DIXON RD. / CONWAY ST.,MILPITAS,2025-09-07
A1392640,MOE,DOG,TAN,GRAY,YORKSHIRE TERR,NEUTERED,2017-08-28,8 YEARS,2025-08-28,MED R,STRAY,MEDVET,,2025-09-09,ADOPTION,,HEALTHY,N. MILPITAS BLVD. / ARBOR WAY.,MILPITAS,2025-09-09
A1392641,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,OTC,,2025-08-28,DISPOSAL,,DEAD,GRANT ST/ PALM ST,SAN JOSE,2025-08-28
A1392642,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,OTC,,2025-08-28,DISPOSAL,,DEAD,GRANT ST/ PALM ST,SAN JOSE,2025-08-28
A1392643,,DOG,BRINDLE-BN,,PIT BULL,FEMALE,2025-07-10,12 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-09-02,RESCUE,,HEALTHY,ALUMROCK X KING,SAN JOSE,2025-09-02
A1392646,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-07-31,6 WEEKS,2025-08-28,NURSING,STRAY,OTC,,2025-09-04,EUTH,,MED SEV,BERRYESSA RD/FLICKINGER,SAN JOSE,2025-09-08
A1392647,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-31,5 WEEKS,2025-08-28,NURSING,STRAY,OTC,,2025-09-03,EUTH,,MED SEV,BERRYESSA RD/FLICKINGER,SAN JOSE,2025-09-03
A1392648,TRAVIESO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-31,9 WEEKS,2025-08-28,NURSING,STRAY,OTC,,2025-09-27,ADOPTION,,HEALTHY,BERRYESSA RD/FLICKINGER,SAN JOSE,2025-09-27
A1392649,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-31,7 WEEKS,2025-08-28,NURSING,STRAY,OTC,,2025-09-02,EUTH,,MED SEV,BERRYESSA RD/FLICKINGER,SAN JOSE,2025-09-16
A1392651,,CAT,GRAY,,DOMESTIC SH,MALE,2025-07-09,7 WEEKS,2025-08-28,MED SEV,STRAY,OTC,,2025-08-28,EUTH,,MED SEV,MT PLEASANT/ FALL AVE,SAN JOSE,2025-08-28
A1392652,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-09,12 WEEKS,2025-08-28,MED R,STRAY,OTC,,,,,,MT PLEASANT/ FALL AVE,SAN JOSE,2025-09-26
A1392653,,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-09,12 WEEKS,2025-08-28,MED R,STRAY,OTC,,,,,,MT PLEASANT/ FALL AVE,SAN JOSE,2025-09-26
A1392654,LEO,CAT,WHITE,BUFF,DOMESTIC SH,NEUTERED,2025-07-09,12 WEEKS,2025-08-28,MED R,STRAY,OTC,,2025-09-26,ADOPTION,,HEALTHY,MT PLEASANT/ FALL AVE,SAN JOSE,2025-09-26
A1392655,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2025-04-28,5 MONTHS,2025-08-28,MED R,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-08-31
A1392656,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-06-28,14 WEEKS,2025-08-28,MED R,STRAY,OTC,,2025-09-23,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-23
A1392657,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2025-06-28,14 WEEKS,2025-08-28,MED R,STRAY,OTC,,2025-09-05,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-05
A1392658,OREO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-05-19,4 MONTHS,2025-08-28,MED R,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-19
A1392659,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-07-14,11 WEEKS,2025-08-28,HEALTHY,STRAY,OTC,,2025-09-06,ADOPTION,,HEALTHY,PINEFIELD RD/EUCALYPTUS DR,SAN JOSE,2025-09-06
A1392660,TAG ALONG,DOG,GRAY,WHITE,PIT BULL,SPAYED,2024-03-02,1 YEAR 6 MONTHS,2025-08-28,MED R,STRAY,FIELD,,2025-09-11,RTO,,MED R,COLEMAN AVE / ASBURY ST,SAN JOSE,2025-09-11
A1392661,SIMBA,CAT,WHITE,,DOMESTIC SH,NEUTERED,2024-03-02,1 YEAR 6 MONTHS,2025-09-02,HEALTHY,CONFISCATE,ASO,,2025-09-22,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-22
A1392663,BAGEL,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2025-07-26,10 WEEKS,2025-08-28,MED R,CONFISCATE,ASO,,2025-09-23,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-23
A1392664,DONUT,DOG,BROWN,WHITE,PIT BULL,MALE,2025-07-26,10 WEEKS,2025-08-28,MED R,CONFISCATE,ASO,,2025-09-22,TRANSFER,,MED M,,SAN JOSE,2025-09-22
A1392665,MUFFIN,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2025-07-26,10 WEEKS,2025-08-28,MED R,CONFISCATE,ASO,,2025-09-25,ADOPTION,,MED R,,SAN JOSE,2025-09-25
A1392666,SCONE,DOG,BROWN,WHITE,PIT BULL,NEUTERED,2025-07-26,10 WEEKS,2025-08-28,MED R,CONFISCATE,ASO,,2025-09-23,ADOPTION,,HEALTHY,,SAN JOSE,2025-09-23
A1392667,ECLAIR,DOG,BROWN,WHITE,PIT BULL,FEMALE,2025-07-26,10 WEEKS,2025-08-28,MED R,CONFISCATE,ASO,,2025-09-22,TRANSFER,,MED R,,SAN JOSE,2025-09-22
A1392668,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-28,MED SEV,STRAY,OTC,,2025-08-28,EUTH,,MED SEV,N WHITE RD X ABDON RD,SAN JOSE,2025-08-28
A1392669,ROXY,DOG,GRAY,WHITE,PIT BULL,SPAYED,2023-08-28,2 YEARS,2025-08-28,MED R,CONFISCATE,ASO,,2025-09-17,RTO,,HEALTHY,,SAN JOSE,2025-09-17
A1392670,,CAT,ORANGE,WHITE,DOMESTIC SH,MALE,2024-08-28,1 YEAR,2025-08-27,DEAD,DISPO REQ,MEDVET,,2025-08-27,DISPOSAL,,DEAD,VERDI DR. / SYLVANDALE AVE.,SAN JOSE,2025-08-29
A1392671,,CAT,PT-LYNX,,DOMESTIC SH,UNKNOWN,2023-09-25,2 YEARS,2025-08-28,DEAD,DISPO REQ,MEDVET,,2025-08-28,DISPOSAL,,DEAD,S. WINCHESTER BLVD. / HWY 280,SAN JOSE,2025-09-15
A1392672,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-28,DEAD,DISPO REQ,OTC,,2025-08-28,DISPOSAL,,DEAD,7TH/ KEYES,SAN JOSE,2025-08-28
A1392673,BRUNO,DOG,BLACK,TAN,PIT BULL,MALE,,NO AGE,2025-08-28,BEH R,CONFISCATE,POLICE,,2025-09-11,RTO,,BEH R,,SAN JOSE,2025-09-11
A1392674,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2023-09-25,2 YEARS,2025-08-29,MED EMERG,STRAY,FIELD,,2025-08-29,DIED,,MED EMERG,EL CAJON DR / EZIE ST,SAN JOSE,2025-09-04
A1392675,,DOG,BLACK,TAN,CHIHUAHUA SH,MALE,2025-03-23,6 MONTHS,2025-08-29,MED R,STRAY,FIELD,,2025-09-04,TRANSFER,,HEALTHY,FOUR OAKS CIR/FOUR OAKS RD,SAN JOSE,2025-09-04
A1392676,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2025-07-26,6 WEEKS,2025-08-29,MED SEV,STRAY,FIELD,,2025-08-31,EUTH,,MED EMERG,SENTER RD/UMBARGER RD,SAN JOSE,2025-08-31
A1392677,MURPHY,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2025-03-10,6 MONTHS,2025-08-29,MED R,STRAY,FIELD,,2025-09-10,ADOPTION,,MED R,FOUR OAKS CIR/FOUR OAKS RD,SAN JOSE,2025-09-10
A1392679,SNICKERS,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,2025-07-23,10 WEEKS,2025-08-29,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,MED R,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-25
A1392680,MILKY WAY,CAT,TABBY-BRN,,DOMESTIC MH,NEUTERED,2025-07-23,10 WEEKS,2025-08-29,MED R,STRAY,OTC,,2025-09-25,ADOPTION,,MED R,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-25
A1392681,,DOG,TAN,,YORKSHIRE TERR,FEMALE,2020-08-29,5 YEARS,2025-08-29,HEALTHY,STRAY,OTC,,2025-09-04,TRANSFER,,HEALTHY,CHILES DR X AMBOY DR,SAN JOSE,2025-09-04
A1392682,BABY RUTH,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-07-23,10 WEEKS,2025-08-29,MED R,STRAY,OTC,,2025-09-21,ADOPTION,,HEALTHY,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-21
A1392683,TOOTHLESS,CAT,BLACK,,DOMESTIC SH,NEUTERED,2025-07-23,10 WEEKS,2025-08-29,MED R,STRAY,OTC,,2025-09-24,ADOPTION,,HEALTHY,S WHITE RD/E HILLS DR,SAN JOSE,2025-09-24
A1392685,,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,2025-06-29,13 WEEKS,2025-08-29,MED R,STRAY,OTC,IP ADOPT,2025-09-05,ADOPTION,,HEALTHY,N 7TH ST X E TAYLOR ST,SAN JOSE,2025-09-05
A1392688,,DOG,BROWN,,YORKSHIRE TERR,MALE,2022-08-29,3 YEARS,2025-08-29,HEALTHY,STRAY,OTC,,2025-09-02,RESCUE,,HEALTHY,SERENADE WAY X SYMPHONY LN,SAN JOSE,2025-09-02
A1392689,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,2025-06-06,17 WEEKS,2025-08-29,HEALTHY,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,SUMMERSIDE DR/LUCRETIA AVE,SAN JOSE,2025-08-31
A1392692,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,NO AGE,2025-08-29,MED R,STRAY,OTC,,2025-09-03,RTF,,MED R,VILLA MARIA CT/MINNESOTA AVE,SAN JOSE,2025-09-03
A1392693,FRANKLIN,DOG,BROWN,BLACK,BOXER,MALE,2021-09-03,4 YEARS,2025-08-29,HEALTHY,STRAY,OTC,,,,,,N PARK VICTORIA DR X KENNEDY DR,MILPITAS,2025-09-27
A1392695,SASHA,DOG,BROWN,BLACK,GERM SHEPHERD,SPAYED,2020-08-01,5 YEARS,2025-08-29,HEALTHY,STRAY,OTC,,,,,,N PARK VICTORIA DR X KENNEDY DR,MILPITAS,2025-09-17
A1392703,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2025-06-13,16 WEEKS,2025-08-29,MED R,STRAY,OTC,,2025-09-25,RTF,,FERAL,300 BLOCK TOYON AVE X MCKEE RD,SAN JOSE,2025-09-25
A1392706,,OTHER,WHITE,,OPOSSUM,FEMALE,2022-08-29,3 YEARS,2025-08-29,MED R,WILDLIFE,FIELD,,2025-08-29,TRANSFER,,MED R,20300 BLOCK NORTHCOVE SQ,CUPERTINO,2025-08-29
A1392707,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2023-09-25,1 YEAR 11 MONTHS,2025-08-29,DEAD,DISPO REQ,FIELD,,2025-08-29,DISPOSAL,,DEAD,PIEDMONT RD/FLEURDELIS CT,SAN JOSE,2025-08-29
A1392709,,OTHER,WHITE,,OPOSSUM,UNKNOWN,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,SB 85 X BLOSSOM HILL RD,SAN JOSE,2025-08-29
A1392710,,BIRD,GRAY,GREEN,GOOSE,UNKNOWN,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,NB 101 X CAPITOL EXPWY,SAN JOSE,2025-08-29
A1392711,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,NB 101 X CAPITOL EXPWY,SAN JOSE,2025-08-29
A1392715,,DOG,WHITE,BLACK,SCHNAUZER MIN,MALE,2012-08-29,13 YEARS,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,HURAN DR X CLARICE DR,SAN JOSE,2025-08-29
A1392721,BLUIE,DOG,GRAY,WHITE,PIT BULL,MALE,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,,SAN JOSE,2025-08-29
A1392723,,CAT,WHITE,BLACK,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,DE MARIETTA CT X DE MARIETTA AVE,SAN JOSE,2025-08-29
A1392724,,DOG,BLACK,BROWN,GERM SHEPHERD,MALE,2025-03-29,6 MONTHS,2025-08-29,HEALTHY,STRAY,OTC,,2025-09-04,TRANSFER,,HEALTHY,S WHITE RD X TULLY RD,SAN JOSE,2025-09-04
A1392725,,CAT,BLACK,WHITE,DOMESTIC LH,MALE,2025-07-17,11 WEEKS,2025-08-29,MED R,STRAY,OTC,IP ADOPT,,,,,STONECREST WAY X VICEROY WAY,SAN JOSE,2025-09-13
A1392734,,CAT,TORBI-BRN,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
A1392735,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
A1392736,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,,NO AGE,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
A1392737,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,,NO AGE,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
A1392738,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2025-08-29,NURSING,STRAY,OTC,,2025-08-29,EUTH,,NURSING,SANTEE DR/ TAMI LEE DR,SAN JOSE,2025-08-29
A1392742,,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2025-08-29,MED R,STRAY,OTC,,2025-09-04,RTF,,FERAL,100 BLOCK BLOSSOM HILL RD,SAN JOSE,2025-09-24
A1392743,,CAT,GRAY,,DOMESTIC SH,MALE,2025-07-23,10 WEEKS,2025-08-29,HEALTHY,STRAY,OTC,,,,,,E SAN ANTONIO ST / S 26TH ST,SAN JOSE,2025-09-20
A1392744,,CAT,TABBY-GRAY,,DOMESTIC SH,FEMALE,2025-07-23,10 WEEKS,2025-08-29,MED R,STRAY,OTC,,,,,,COLDWATER DR/ HAYWORD DR,SAN JOSE,2025-08-30
A1392745,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-08-29,DEAD,DISPO REQ,OTC,,2025-08-29,DISPOSAL,,DEAD,,SAN JOSE,2025-08-29
A1392746,DUDLEY,DOG,WHITE,BLACK,POODLE MIN,NEUTERED,2024-03-03,1 YEAR 6 MONTHS,2025-08-29,BEH U,STRAY,OTC,,,,,,SOUTHWEST/ LEIGH AVE,SAN JOSE,2025-09-25
A1392747,,CAT,PT-FLAME,,DOMESTIC SH,UNKNOWN,2025-07-17,6 WEEKS,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-29
A1392748,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,UNKNOWN,2025-07-17,6 WEEKS,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-29
A1392749,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,UNKNOWN,2025-07-17,6 WEEKS,2025-08-29,MED SEV,STRAY,OTC,,2025-08-29,EUTH,,MED SEV,MONTEREY RD/UMBARGER RD,SAN JOSE,2025-08-29
A1392750,,CAT,GRAY,,DOMESTIC SH,MALE,2025-07-21,10 WEEKS,2025-08-30,MED SEV,STRAY,FIELD,,2025-09-03,RESCUE,,MED SEV,BENDORF DR/CARRYBACK AVE,SAN JOSE,2025-09-03
A1392751,DOLLY,CAT,CALICO-TRI,,DOMESTIC SH,FEMALE,2025-08-02,9 WEEKS,2025-08-30,HEALTHY,STRAY,FIELD,,,,,,BLOSSOMHILL RD/SNELL AVE,SAN JOSE,2025-09-20
